version,1_2,1_3,1_4,1_5,2_3,2_4,2_5,3_4,3_5,4_5,num_stmt,num_buckets,bucket_size
1,0.962189838519102,0.9578574241827491,0.9704608113430484,0.9617959826703426,0.9598267034265459,0.9637652619141395,0.9680976762504924,0.9661283970066955,0.967703820401733,0.9649468294604175,2539,50,50
2,0.9608506524891252,0.9598840019333011,0.9656839052682455,0.9656839052682455,0.9569840502658289,0.9676172063798937,0.9594006766553891,0.9540840985983567,0.9661672305461576,0.9623006283228612,2069,41,50
3,0.9005964214711729,0.878727634194831,0.8926441351888668,0.9025844930417495,0.9065606361829026,0.8886679920477137,0.8767395626242545,0.8866799204771372,0.9025844930417495,0.8866799204771372,503,10,50
4,0.9723721816449666,0.9688790092092728,0.9691965703397905,0.9742775484280723,0.9701492537313433,0.9695141314703081,0.9765004763416958,0.9739599872975547,0.9733248650365195,0.9704668148618609,3149,62,50
5,0.7792207792207793,0.7532467532467533,0.7705627705627706,0.7878787878787878,0.7575757575757576,0.7359307359307359,0.7532467532467533,0.7878787878787878,0.7792207792207793,0.6796536796536796,231,4,50
7,0.9705580280725778,0.9750085587127696,0.9732968161588497,0.9685039370078741,0.968846285518658,0.9750085587127696,0.9736391646696337,0.9698733310510099,0.96816158849709,0.9746662102019856,2921,58,50
8,0.9424460431654677,0.9362795477903392,0.9270298047276464,0.9414182939362795,0.9290853031860227,0.9311408016443987,0.9270298047276464,0.935251798561151,0.9383350462487153,0.9393627954779034,973,19,50
9,0.9639055992596021,0.970846830171217,0.9648310967144841,0.966219342896807,0.971772327626099,0.9703840814437761,0.968995835261453,0.966219342896807,0.9648310967144841,0.970846830171217,2161,43,50
10,0.9641137855579869,0.962363238512035,0.9619256017505471,0.9689277899343545,0.9680525164113786,0.9645514223194749,0.9610503282275711,0.962363238512035,0.9636761487964989,0.9619256017505471,2285,45,50
12,0.9711417816813049,0.9648682559598495,0.9698870765370138,0.9627770807193643,0.9665411961522375,0.971560016729402,0.9652864910079465,0.9707235466332078,0.9644500209117524,0.9636135508155583,2391,47,50
15,0.9734544184421935,0.9738037024100594,0.9765979741529863,0.9696122947956689,0.9741529863779252,0.9755501222493888,0.9755501222493888,0.9738037024100594,0.9752008382815229,0.97205728257073,2863,57,50
16,0.9771929824561404,0.9687719298245614,0.9768421052631578,0.9747368421052631,0.9705263157894737,0.9726315789473684,0.9743859649122807,0.9754385964912281,0.9768421052631578,0.9733333333333334,2850,57,50
17,0.9552238805970149,0.9527363184079602,0.9427860696517413,0.9461028192371476,0.9494195688225538,0.9626865671641791,0.9494195688225538,0.9461028192371476,0.9651741293532339,0.9585406301824212,1206,24,50
19,0.9697938877043355,0.9786780383795309,0.9744136460554371,0.9733475479744137,0.9818763326226013,0.9737029140014215,0.9744136460554371,0.9790334044065387,0.9786780383795309,0.9776119402985075,2814,56,50
21,0.9777365491651206,0.9775510204081632,0.9768089053803339,0.9764378478664193,0.9781076066790353,0.9807050092764379,0.9818181818181818,0.9790352504638219,0.9771799628942486,0.9810760667903525,5390,107,50
22,0.9683982683982684,0.9761904761904762,0.9679653679653679,0.974025974025974,0.9692640692640693,0.9722943722943723,0.974025974025974,0.9683982683982684,0.9766233766233766,0.9696969696969697,2310,46,50
