version,1_2,1_3,1_4,1_5,2_3,2_4,2_5,3_4,3_5,4_5,num_stmt,num_buckets,bucket_size
1,0.9967880085653105,0.9789436117059244,0.9671663097787295,0.96395431834404,0.9925053533190579,0.9478943611705924,0.9493219129193433,0.9553890078515346,0.9486081370449679,0.9596716630977873,2802,56,50
2,0.9107142857142857,0.9128571428571428,0.9507142857142857,0.9821428571428571,0.9378571428571428,0.9592857142857143,0.9628571428571429,0.9171428571428571,0.9207142857142857,0.95,1400,28,50
3,0.9815035799522673,0.986873508353222,0.9835918854415274,0.9701670644391408,0.9495823389021479,0.967780429594272,0.9856801909307876,0.9465990453460621,0.9818019093078759,0.9988066825775657,3352,67,50
4,0.994579945799458,0.9914182475158085,0.960252935862692,0.989159891598916,0.988256549232159,0.976513098464318,0.989159891598916,0.9995483288166215,0.9923215898825655,0.9611562782294489,2214,44,50
5,0.9976481655691439,0.9687206020696143,0.9877704609595485,0.9336782690498588,0.9823612417685795,0.9985888993414863,0.988005644402634,0.9550799623706491,0.952728127939793,0.9863593603010348,4252,85,50
6,0.982,0.9888,0.9972,0.9964,0.9972,0.96,0.9424,0.976,0.9692,0.988,2500,50,50
7,0.9621535181236673,0.9349680170575693,0.9893390191897654,0.9984008528784648,0.9482942430703625,0.9696162046908315,0.9637526652452025,0.9189765458422174,0.9546908315565032,0.947228144989339,1876,37,50
8,0.544041450777202,0.7823834196891192,0.6424870466321244,0.8186528497409327,0.8290155440414508,0.7305699481865284,0.6424870466321244,0.6476683937823835,0.7305699481865284,0.7927461139896373,193,3,50
9,0.9484126984126984,0.9303350970017636,0.9281305114638448,0.996031746031746,0.9488536155202822,0.9867724867724867,0.949294532627866,0.9947089947089947,0.9607583774250441,0.9876543209876543,2268,45,50
10,0.9388888888888889,0.9761111111111112,0.9788888888888889,0.9711111111111111,0.9761111111111112,0.9938888888888889,0.9727777777777777,0.9922222222222222,0.9733333333333334,0.9722222222222222,1800,36,50
11,0.9087093389296957,0.9244491080797481,0.9433368310598111,0.9118572927597062,0.8772298006295908,0.9527806925498425,0.9359916054564533,0.8845750262329486,0.9317943336831059,0.9464847848898216,953,19,50
12,0.9079872204472843,0.9936102236421726,0.9763578274760384,0.8722044728434505,0.9782747603833866,0.984664536741214,0.9648562300319489,0.9297124600638977,0.9584664536741214,0.9226837060702875,1565,31,50
13,0.9549938347718866,0.9722564734895192,0.9512946979038225,0.9112207151664612,0.9870530209617756,0.971023427866831,0.9790382244143033,0.9728729963008631,0.9463625154130703,0.967940813810111,1622,32,50
14,0.9666435024322446,0.9451007644197359,0.9673384294649062,0.9124391938846421,0.9923558026407228,0.970813064628214,0.9861014593467686,0.9812369701181376,0.965948575399583,0.9937456567060459,1439,28,50
15,0.9002413515687852,0.9469026548672567,0.9613837489943685,0.909895414320193,0.9605792437650845,0.9332260659694288,0.9010458567980691,0.9541432019308126,0.9662107803700724,0.9927594529364441,1243,24,50
16,0.9760132340777502,0.9735318444995864,0.9495450785773366,0.9702233250620348,0.9693961952026469,0.9718775847808105,0.9636062861869313,0.9561621174524401,0.9445822994210091,0.9363110008271298,1209,24,50
