version,1_2,1_3,1_4,1_5,2_3,2_4,2_5,3_4,3_5,4_5,num_stmt
5,0.9997714285714285,0.9995428571428572,0.9984,0.9990857142857142,0.9997714285714285,0.9997714285714285,0.9997714285714285,0.9997714285714285,0.9997714285714285,0.9997714285714285,4375
11,0.9997914059240718,0.9997914059240718,0.9995828118481435,0.9997914059240718,0.9997914059240718,0.9997914059240718,0.9997914059240718,0.9997914059240718,0.9987484355444305,0.9997914059240718,4794
13,0.9992252566337401,0.999806314158435,0.999806314158435,0.999806314158435,0.9666860352508232,0.999806314158435,0.999418942475305,0.999806314158435,0.9992252566337401,0.9990315707921751,5163
15,0.9657142857142857,0.9942857142857143,0.9828571428571429,0.9942857142857143,0.9828571428571429,0.9942857142857143,0.9942857142857143,0.9942857142857143,0.9942857142857143,0.9942857142857143,175
22,0.9997845291962939,0.9997845291962939,0.9997845291962939,0.9989226459814695,0.9997845291962939,0.9991381167851756,0.9997845291962939,0.9997845291962939,0.9997845291962939,0.9997845291962939,4641
23,0.9993686868686869,0.9993686868686869,0.9981060606060606,0.9987373737373737,0.9987373737373737,0.9993686868686869,0.9974747474747475,0.9962121212121212,0.9993686868686869,0.9993686868686869,1584
27,0.966874054144947,0.9998318479905834,0.9998318479905834,0.9994955439717504,0.9991592399529174,0.9998318479905834,0.9998318479905834,0.9991592399529174,0.999663695981167,0.9988229359340844,5947
