version,1_2,1_3,1_4,1_5,2_3,2_4,2_5,3_4,3_5,4_5,num_stmt,num_buckets,bucket_size
5,0.9885714285714285,0.9872,0.9892571428571428,0.9872,0.9881142857142857,0.9856,0.9867428571428571,0.9872,0.9878857142857143,0.9888,4375,875,5
11,0.9983312473925741,0.999165623696287,0.9989570296203588,0.9981226533166458,0.9979140592407175,0.9983312473925741,0.999165623696287,0.9974968710888611,0.9987484355444305,0.9989570296203588,4794,958,5
13,0.9936083672283557,0.9943831105946155,0.9947704822777454,0.9943831105946155,0.9947704822777454,0.9953515398024404,0.9934146813867907,0.9932209955452257,0.9951578539608754,0.9959325973271353,5163,1032,5
15,0.8628571428571429,0.9142857142857143,0.8971428571428571,0.8971428571428571,0.9142857142857143,0.8914285714285715,0.8742857142857143,0.8171428571428572,0.8857142857142857,0.9257142857142857,175,35,5
22,0.9937513466925232,0.9946132299073476,0.9943977591036415,0.9950441715147598,0.9941822882999354,0.9931049342814049,0.9952596423184659,0.9931049342814049,0.9939668174962293,0.9950441715147598,4641,928,5
23,0.9861111111111112,0.9880050505050505,0.98989898989899,0.9892676767676768,0.990530303030303,0.9873737373737373,0.9867424242424242,0.9842171717171717,0.985479797979798,0.9886363636363636,1584,316,5
27,0.993442071632756,0.9932739196233396,0.9932739196233396,0.9929376156045064,0.993778375651589,0.9939465276610056,0.9932739196233396,0.9929376156045064,0.9917605515385909,0.9941146796704221,5947,1189,5
