train;mean;mean;mean;std;std;std;min;min;min;max;max;max
model;MLP-FL;CNN-FL;RNN-FL;MLP-FL;CNN-FL;RNN-FL;MLP-FL;CNN-FL;RNN-FL;MLP-FL;CNN-FL;RNN-FL
program;;;;;;;;;;;;
Chart;419.5380952380952;460.5;521.4666666666667;312.2756704014587;225.47214653642789;232.54430915882173;124.80952380952381;223.6904761904762;293.0;853.1666666666666;760.5238095238095;830.0
Lang;201.8861538461539;329.79692307692306;306.34307692307686;122.62762150016232;179.35368567902827;139.66516356078665;82.1923076923077;134.65384615384616;162.24615384615385;385.2692307692308;569.0;493.9846153846154
Math;511.06300000000016;899.456;896.2540000000008;283.6067235870064;480.5964976759538;283.292414482998;199.81;321.855;564.995;866.065;1454.445;1254.11
Mockito;522.4837837837837;707.4270270270268;679.6972972972975;310.5412745591679;402.01800707116666;295.12182817821144;184.43243243243242;259.93243243243245;315.6216216216216;906.2162162162163;1219.7567567567567;1038.054054054054
Time;1618.3714285714286;1681.3857142857144;1422.4142857142858;571.2512883111306;941.6455351875372;506.1556088284906;871.8571428571429;638.2142857142857;912.0714285714286;2263.714285714286;2857.714285714286;2153.0
Total;450.86826086956535;691.2930434782606;676.4965217391311;253.8175783109084;373.5597366171441;246.754367289041;177.70217391304348;259.65434782608696;396.7869565217391;778.0065217391304;1145.8065217391304;993.1695652173913
