version,1_2,1_3,1_4,1_5,2_3,2_4,2_5,3_4,3_5,4_5,num_stmt
1,0.9996061441512406,0.9996061441512406,0.9996061441512406,0.9996061441512406,0.9992122883024813,0.9996061441512406,0.9996061441512406,0.9996061441512406,0.9992122883024813,0.9992122883024813,2539
2,0.9990333494441759,0.9990333494441759,0.9980666988883519,0.9995166747220879,0.9995166747220879,0.9995166747220879,0.9995166747220879,0.9995166747220879,0.9995166747220879,0.9995166747220879,2069
3,0.9980119284294234,0.9980119284294234,0.9980119284294234,0.9960238568588469,0.9980119284294234,0.9980119284294234,0.9980119284294234,0.9940357852882704,0.9980119284294234,0.9980119284294234,503
4,0.9996824388694824,0.9996824388694824,0.9996824388694824,0.9993648777389648,0.9996824388694824,0.9977770720863767,0.9993648777389648,0.9990473166084471,0.9996824388694824,0.9996824388694824,3149
5,0.974025974025974,0.987012987012987,0.9956709956709957,0.9956709956709957,0.9826839826839827,0.9956709956709957,0.9956709956709957,0.9956709956709957,0.9913419913419913,0.9956709956709957,231
7,0.9993153029784321,0.999657651489216,0.9993153029784321,0.999657651489216,0.9993153029784321,0.999657651489216,0.999657651489216,0.9989729544676481,0.999657651489216,0.9993153029784321,2921
8,0.998972250770812,0.9958890030832477,0.998972250770812,0.998972250770812,0.998972250770812,0.9958890030832477,0.998972250770812,0.998972250770812,0.998972250770812,0.9979445015416238,973
9,0.999537251272559,0.999537251272559,0.999537251272559,0.999537251272559,0.999537251272559,0.999537251272559,0.999537251272559,0.999537251272559,0.999537251272559,0.999537251272559,2161
10,0.9991247264770241,0.999562363238512,0.9973741794310722,0.999562363238512,0.999562363238512,0.999562363238512,0.999562363238512,0.999562363238512,0.999562363238512,0.9986870897155361,2285
12,0.999581764951903,0.999581764951903,0.999581764951903,0.999581764951903,0.999163529903806,0.999581764951903,0.999581764951903,0.999581764951903,0.999581764951903,0.9983270598076118,2391
15,0.9996507160321342,0.9996507160321342,0.9996507160321342,0.9989521480964024,0.9993014320642682,0.9996507160321342,0.9996507160321342,0.9979042961928047,0.9993014320642682,0.9989521480964024,2863
16,0.9992982456140351,0.9996491228070176,0.9996491228070176,0.9996491228070176,0.9996491228070176,0.9996491228070176,0.9989473684210526,0.9982456140350877,0.9989473684210526,0.9992982456140351,2850
17,0.9991708126036484,0.9991708126036484,0.9991708126036484,0.9983416252072969,0.9991708126036484,0.9983416252072969,0.9991708126036484,0.9983416252072969,0.9983416252072969,0.9983416252072969,1206
19,0.9996446339729922,0.9996446339729922,0.9996446339729922,0.9996446339729922,0.9996446339729922,0.9996446339729922,0.9996446339729922,0.9992892679459844,0.9992892679459844,0.9996446339729922,2814
21,0.9992578849721707,0.9998144712430427,0.9998144712430427,0.9998144712430427,0.9998144712430427,0.9998144712430427,0.9998144712430427,0.9998144712430427,0.9998144712430427,0.9996289424860854,5390
22,0.9991341991341991,0.9995670995670995,0.9995670995670995,0.9991341991341991,0.9991341991341991,0.9987012987012988,0.9995670995670995,0.9995670995670995,0.9995670995670995,0.9995670995670995,2310
23,0.9995750106247344,0.9995750106247344,0.9995750106247344,0.9995750106247344,0.9995750106247344,0.9995750106247344,0.9995750106247344,0.9987250318742031,0.9995750106247344,0.9957501062473438,2353
24,0.9982956966340009,0.9995739241585002,0.9974435449510013,0.9995739241585002,0.9995739241585002,0.9978696207925011,0.9995739241585002,0.9987217724755006,0.9995739241585002,0.9995739241585002,2347
25,0.9981751824817519,0.9981751824817519,0.9945255474452555,0.9981751824817519,0.9981751824817519,0.9981751824817519,0.9981751824817519,0.9981751824817519,0.9981751824817519,0.9981751824817519,548
26,0.9995755517826825,0.9995755517826825,0.9995755517826825,0.9995755517826825,0.9987266553480475,0.9991511035653651,0.9995755517826825,0.9991511035653651,0.9995755517826825,0.9995755517826825,2356
27,0.9989717223650385,0.9994858611825193,0.9994858611825193,0.9994858611825193,0.9994858611825193,0.9994858611825193,0.9994858611825193,0.9984575835475579,0.9989717223650385,0.9994858611825193,1945
28,0.9991573980451635,0.9998314796090327,0.9998314796090327,0.9996629592180654,0.9988203572632288,0.9998314796090327,0.9998314796090327,0.9998314796090327,0.9998314796090327,0.9998314796090327,5934
29,0.9994129732902847,0.9994129732902847,0.9997064866451424,0.9997064866451424,0.9991194599354271,0.9997064866451424,0.9994129732902847,0.899618432638685,0.9997064866451424,0.9982389198708541,3407
