version,1_2,1_3,1_4,1_5,2_3,2_4,2_5,3_4,3_5,4_5,num_stmt,num_buckets,bucket_size
1,0.9433853264009243,0.8919699595609474,0.9965337954939342,0.9722703639514731,0.9959560947429231,0.9815135759676488,0.9110340843443097,0.997689196995956,0.8954361640670133,0.9942229924898902,1731,34,50
2,0.4516129032258065,0.32258064516129037,0.34408602150537637,0.32258064516129037,0.17204301075268813,0.5161290322580645,0.23655913978494625,0.4516129032258065,0.12903225806451613,0.4301075268817204,93,1,50
3,0.947185142193848,0.9866511897852582,0.9175856065002902,0.987811955890888,0.9930354033662218,0.9500870574579222,0.9663377829367382,0.9860708067324434,0.849100406268137,0.9988392338943702,1723,34,50
4,0.15873015873015872,0.3492063492063492,0.15873015873015872,0.19047619047619047,0.3492063492063492,0.06349206349206349,0.15873015873015872,0.3492063492063492,0.31746031746031744,0.15873015873015872,63,1,50
5,0.40506329113924056,0.430379746835443,0.379746835443038,0.40506329113924056,0.22784810126582278,0.35443037974683544,0.30379746835443033,0.22784810126582278,0.22784810126582278,0.07594936708860756,79,1,50
6,0.9900603478878239,0.9701810436634718,0.9936102236421726,0.9918352857649982,0.9960951366702165,0.9932552360667377,0.9680511182108626,0.9907703230386936,0.9691160809371672,0.9996450124245652,2817,56,50
7,0.9767190037899296,0.8863021115322144,0.9642663779101245,0.9014618299945858,0.9778018408229562,0.9929615592853276,0.9615592853275582,0.9978343259339469,0.9945858148348673,0.983757444504602,1847,36,50
8,0.8799392097264438,0.9346504559270516,0.7857142857142857,0.9726443768996961,0.925531914893617,0.9285714285714286,0.9072948328267477,0.837386018237082,0.9072948328267477,0.8708206686930091,658,13,50
9,0.38472622478386165,0.8184438040345822,0.9265129682997119,0.8170028818443804,0.8198847262247839,0.9034582132564841,0.8025936599423631,0.8573487031700289,0.8472622478386167,0.9899135446685879,694,13,50
10,0.8757142857142857,0.8914285714285715,0.9299999999999999,0.9714285714285714,0.9542857142857143,0.9285714285714286,0.5857142857142856,0.9314285714285714,0.8785714285714286,0.9257142857142857,700,14,50
11,0.21818181818181814,0.21818181818181814,0.21818181818181814,0.21818181818181814,0.07272727272727275,0.07272727272727275,0.21818181818181814,0.07272727272727275,0.18181818181818177,0.21818181818181814,55,1,50
12,0.07843137254901966,0.07843137254901966,0.07843137254901966,0.07843137254901966,0.07843137254901966,0.07843137254901966,0.07843137254901966,0.07843137254901966,0.07843137254901966,0.07843137254901966,51,1,50
13,0.3142857142857143,0.3142857142857143,0.3142857142857143,0.34285714285714286,0.37142857142857144,0.4,0.22857142857142854,0.2857142857142857,0.3142857142857143,0.34285714285714286,70,1,50
14,0.9656488549618321,0.9641221374045802,0.9488549618320611,0.982442748091603,0.9488549618320611,0.9641221374045802,0.9229007633587787,0.9541984732824428,0.9259541984732824,0.981679389312977,1310,26,50
15,0.9479981592268752,0.9926369075011505,0.9498389323515877,0.9797514956281639,0.9792913023469857,0.965945697192821,0.9774505292222734,0.9710078232857801,0.9843534284399448,0.9779107225034515,2173,43,50
16,0.8398656215005599,0.9171332586786114,0.9882418812989922,0.9792833146696529,0.9725643896976484,0.9809630459126539,0.9692049272116461,0.9994400895856663,0.9742441209406495,0.9272116461366181,1786,35,50
17,0.9729083665338646,0.9386454183266932,0.9553784860557769,0.9418326693227091,0.998406374501992,0.9896414342629483,0.9760956175298805,0.8948207171314742,0.9649402390438246,0.9729083665338646,1255,25,50
18,0.8050193050193051,0.9111969111969112,0.9961389961389961,0.7084942084942085,0.9401544401544402,0.9343629343629344,0.7297297297297297,0.8262548262548263,0.9478764478764479,0.9671814671814671,518,10,50
19,0.2222222222222222,0.25396825396825395,0.15873015873015872,0.25396825396825395,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.19047619047619047,0.15873015873015872,0.15873015873015872,63,1,50
20,0.9392049883086516,0.8713951675759938,0.936087295401403,0.9220576773187841,0.9532346063912704,0.9625876851130164,0.9384255650818394,0.9929851909586905,0.9103663289166017,0.9797349961028838,1283,25,50
21,0.8354838709677419,0.5064516129032258,0.832258064516129,0.8290322580645162,0.7806451612903226,0.7161290322580645,0.7741935483870968,0.8806451612903226,0.8064516129032258,0.6903225806451613,310,6,50
22,0.8582375478927203,0.9003831417624522,0.7394636015325671,0.8812260536398467,0.5670498084291188,0.6934865900383143,0.6781609195402298,0.6398467432950192,0.49042145593869735,0.8467432950191571,261,5,50
23,0.7865707434052758,0.7985611510791367,0.882494004796163,0.5899280575539568,0.841726618705036,0.7386091127098322,0.8249400479616307,0.8705035971223022,0.7841726618705036,0.8585131894484412,417,8,50
24,0.9993734335839599,0.9906015037593985,0.981203007518797,0.9868421052631579,0.8959899749373433,0.9210526315789473,0.9348370927318296,0.8865914786967418,0.9592731829573935,0.9398496240601504,1596,31,50
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,1,50
26,0.8241758241758241,0.5934065934065934,0.8263736263736263,0.9560439560439561,0.9340659340659341,0.8373626373626374,0.8879120879120879,0.8021978021978022,0.9802197802197802,0.8835164835164835,455,9,50
27,0.9866434378629501,0.9703832752613241,0.9239256678281068,0.9790940766550522,0.9111498257839721,0.9959349593495935,0.9994192799070848,0.9657375145180023,0.9401858304297329,0.9965156794425087,1722,34,50
28,0.0714285714285714,0.1071428571428571,0.1785714285714286,0.2142857142857143,0.1428571428571429,0.1785714285714286,0.2142857142857143,0.0714285714285714,0.2142857142857143,0.25,56,1,50
29,0.9734361610968295,0.8071979434447301,0.9280205655526992,0.9948586118251928,0.9682947729220223,0.9802913453299057,0.988860325621251,0.9314481576692374,0.9674378748928878,0.9245929734361611,1167,23,50
30,0.9891057648660917,0.9913753971856559,0.9845665002269632,0.9305492510213346,0.9845665002269632,0.9868361325465275,0.9727644121652292,0.9187471629596006,0.9995460735360872,0.988197911938266,2203,44,50
31,0.9812956204379562,0.9922445255474452,0.9799270072992701,0.9908759124087592,0.8968978102189781,0.9949817518248175,0.9835766423357665,0.9520985401459854,0.9739963503649635,0.9552919708029197,2192,43,50
32,0.9950698438783895,0.934264585045193,0.9679539852095317,0.9950698438783895,0.9876746096959738,0.9646672144617913,0.924404272801972,0.9663105998356615,0.9679539852095317,0.9605587510271159,1217,24,50
33,0.9459053343350864,0.941397445529677,0.9849737039819685,0.9631855747558227,0.9609316303531179,0.990984222389181,0.9737039819684448,0.9278737791134486,0.9459053343350864,0.9338842975206612,1331,26,50
34,0.9318955732122588,0.8955732122587968,0.9511918274687855,0.94211123723042,0.8047673098751419,0.927355278093076,0.8603859250851306,0.9557321225879682,0.866061293984109,0.8161180476730987,881,17,50
35,0.966804979253112,0.8713692946058091,0.950207468879668,0.9470954356846473,0.9076763485477178,0.983402489626556,0.9948132780082988,0.9367219917012448,0.8993775933609959,0.9024896265560166,964,19,50
36,0.9902080783353733,0.95593635250918,0.9785801713586292,0.9663402692778458,0.9694002447980417,0.9510403916768666,0.9847001223990208,0.9571603427172583,0.9657282741738066,0.9663402692778458,1634,32,50
37,0.9411146161934806,0.9558359621451105,0.9831756046267087,0.9221871713985279,0.9411146161934806,0.9989484752891693,0.9600420609884333,0.9505783385909569,0.9621451104100947,0.8412197686645636,951,19,50
38,0.822429906542056,0.7420560747663552,0.7588785046728972,0.8523364485981308,0.8710280373831776,0.9102803738317757,0.9327102803738317,0.8373831775700935,0.9009345794392524,0.9551401869158879,535,10,50
39,0.9380053908355795,0.9784366576819407,0.8697214734950585,0.9865229110512129,0.9892183288409704,0.9478885893980233,0.9478885893980233,0.9469901168014375,0.9622641509433962,0.995507637017071,1113,22,50
40,0.9215143120960295,0.9316712834718375,0.9353647276084949,0.9344413665743305,0.9058171745152355,0.9289012003693444,0.9953831948291783,0.8781163434903048,0.989843028624192,0.9879963065558633,1083,21,50
41,0.6352941176470588,0.5411764705882354,0.5725490196078431,0.4862745098039216,0.580392156862745,0.7019607843137254,0.584313725490196,0.6274509803921569,0.5294117647058824,0.6470588235294117,255,5,50
42,0.49012567324955114,0.8617594254937163,0.9299820466786355,0.7719928186714542,0.9138240574506283,0.9317773788150808,0.8456014362657092,0.8420107719928187,0.8312387791741472,0.9730700179533214,557,11,50
43,0.7029702970297029,0.8085808580858086,0.7854785478547854,0.8481848184818481,0.7458745874587458,0.7425742574257426,0.8877887788778878,0.735973597359736,0.7953795379537953,0.8844884488448845,303,6,50
44,0.8783068783068784,0.873015873015873,0.6772486772486772,0.7777777777777778,0.6666666666666667,0.7037037037037037,0.5873015873015873,0.8888888888888888,0.6349206349206349,0.5873015873015873,189,3,50
45,0.9140562248995984,0.9542168674698795,0.9140562248995984,0.9839357429718876,0.9598393574297188,0.9325301204819277,0.8208835341365461,0.891566265060241,0.8602409638554217,0.8907630522088353,1245,24,50
46,0.625,0.8828125,0.88671875,0.53125,0.87109375,0.8984375,0.46875,0.55859375,0.9375,0.953125,256,5,50
47,0.9770459081836327,0.9660678642714571,0.8413173652694611,0.8493013972055888,0.9211576846307385,0.9790419161676647,0.8882235528942116,0.9281437125748503,0.936127744510978,0.5948103792415169,1002,20,50
48,0.6299559471365639,0.6519823788546255,0.6123348017621145,0.41850220264317184,0.8634361233480177,0.45374449339207046,0.7312775330396476,0.8502202643171806,0.5242290748898679,0.7841409691629956,227,4,50
49,0.7027027027027026,0.7606177606177607,0.7104247104247104,0.48262548262548266,0.803088803088803,0.7992277992277992,0.6332046332046333,0.5868725868725868,0.8301158301158301,0.8262548262548263,259,5,50
50,0.862144420131291,0.9912472647702407,0.6105032822757112,0.912472647702407,0.9409190371991247,0.9474835886214442,0.9277899343544858,0.8358862144420132,0.9146608315098468,0.862144420131291,457,9,50
51,0.7204968944099379,0.484472049689441,0.5527950310559007,0.4720496894409938,0.5403726708074534,0.9192546583850931,0.7950310559006211,0.7763975155279503,0.5900621118012422,0.5279503105590062,161,3,50
52,0.7,0.6666666666666667,0.3904761904761904,0.6571428571428571,0.40476190476190477,0.7476190476190476,0.7380952380952381,0.5904761904761905,0.8142857142857143,0.5809523809523809,210,4,50
53,0.7548076923076923,0.47115384615384615,0.6682692307692308,0.7355769230769231,0.5673076923076923,0.4807692307692307,0.5048076923076923,0.47115384615384615,0.46153846153846156,0.27884615384615385,208,4,50
54,0.21052631578947367,0.21052631578947367,0.42105263157894735,0.3421052631578947,0.1842105263157895,0.3421052631578947,0.26315789473684215,0.368421052631579,0.3157894736842105,0.3157894736842105,76,1,50
55,0.17543859649122806,0.0,0.24561403508771928,0.10526315789473684,0.17543859649122806,0.21052631578947367,0.17543859649122806,0.24561403508771928,0.10526315789473684,0.24561403508771928,57,1,50
56,0.8504672897196262,0.8841121495327102,0.8859813084112149,0.9626168224299065,0.9588785046728971,0.8803738317757009,0.8467289719626168,0.874766355140187,0.9532710280373832,0.8710280373831776,535,10,50
57,0.7225130890052356,0.5549738219895288,0.675392670157068,0.7801047120418848,0.9738219895287958,0.7382198952879582,0.743455497382199,0.7172774869109948,0.6910994764397906,0.93717277486911,191,3,50
58,0.9850299401197605,0.9663173652694611,0.8809880239520959,0.8892215568862275,0.9273952095808383,0.9565868263473054,0.9573353293413174,0.9438622754491018,0.9461077844311377,0.9251497005988024,1336,26,50
59,0.9401330376940134,0.9046563192904656,0.9800443458980045,0.9323725055432373,0.9456762749445676,0.9988913525498891,0.9113082039911308,0.8957871396895787,0.8880266075388027,0.9778270509977827,902,18,50
60,0.9458896982310093,0.9833506763787722,0.8636836628511967,0.9864724245577523,0.9396462018730489,0.991675338189386,0.9427679500520292,0.7960457856399583,0.918834547346514,0.9292403746097815,961,19,50
61,0.9802289281997919,0.9240374609781478,0.963579604578564,0.9094693028095734,0.9531737773152966,0.9719042663891779,0.9281997918834547,0.8792924037460979,0.9417273673257024,0.9448491155046826,961,19,50
62,0.49702380952380953,0.4910714285714286,0.9166666666666666,0.9345238095238095,0.2678571428571429,0.9583333333333334,0.8541666666666666,0.9345238095238095,0.8511904761904762,0.6755952380952381,336,6,50
63,0.9257641921397379,0.9292576419213974,0.9467248908296944,0.9039301310043668,0.8296943231441047,0.9799126637554585,0.8786026200873363,0.9956331877729258,0.765938864628821,0.9510917030567686,1145,22,50
64,0.9546599496221663,0.9798488664987406,0.9571788413098237,0.9916036943744753,0.9815281276238456,0.9941225860621327,0.8396305625524769,0.9361880772460117,0.9773299748110831,0.943744752308984,1191,23,50
65,0.5698924731182795,0.575268817204301,0.5483870967741935,0.31182795698924726,0.33870967741935487,0.7043010752688172,0.7096774193548387,0.6451612903225806,0.6989247311827957,0.4247311827956989,186,3,50
