model;;MLP-FL;MLP-FL;MLP-FL;MLP-FL;MLP-FL;MLP-FL;MLP-FL;MLP-FL;MLP-FL;CNN-FL;CNN-FL;CNN-FL;CNN-FL;CNN-FL;CNN-FL;CNN-FL;CNN-FL;CNN-FL;RNN-FL;RNN-FL;RNN-FL;RNN-FL;RNN-FL;RNN-FL;RNN-FL;RNN-FL;RNN-FL
train;;1;2;3;4;5;mean;std;min;max;1;2;3;4;5;mean;std;min;max;1;2;3;4;5;mean;std;min;max
program;version;;;;;;;;;;;;;;;;;;;;;;;;;;;
Math;62;14;626;237;5;347;245.8;258.16022156792474;5;626;35;545;532;825;550;497.4;286.0791848422391;35;825;31;82;231;2;177;104.6;97.04792630448112;2;231
Math;63;3;35;91;64;12;41.0;36.571847095819486;3;91;787;263;388;1450;963;770.2;475.10809296411696;263;1450;282;1451;1473;615;270;818.2;603.846586477062;270;1473
Math;64;3;34;91;23;21;34.4;33.538038106007335;3;91;56;117.5;96;42.5;64;75.2;30.76239587548408;42.5;117.5;231;91;159;362;180;204.6;101.31781679448092;91;362
Math;65;492;2016;774;909;219.5;882.1;687.2690884944558;219.5;2016;2345;2705;1110;569;1967;1739.2;882.7395992023921;569;2705;1972;1681;831;638;3046;1633.6;967.8611987263463;638;3046
Math;66;449;168;368;94;360;287.8;149.61684397152615;94;449;10;16;37;307;104;94.8;124.35312621723669;10;307;731;385;1192;617;465;678.0;316.9952681034845;385;1192
Math;67;20;362;8;16;264;134.0;167.09278859364338;8;362;32;196;270;7;48;110.6;115.68405248779972;7;270;29;159;9;10;441;129.6;184.93458302870232;9;441
Math;68;117;18;124;216;94;113.8;70.93800109955171;18;216;91.5;102;61;70.5;61;77.2;18.636657425622225;61;102;145;275;180;339;399;267.6;106.21111052992525;145;399
Math;69;322;158;148;52;34;142.8;114.51288137148589;34;322;1825;2063;2601;2507;1268;2052.8;541.9245334915186;1268;2601;556;1707;153;130;220.5;553.3;667.3098605595455;130;1707
Math;70;53;74;1;10;24;32.4;30.468016016800306;1;74;22;91;148;159;105;105.0;54.4288526426931;22;159;1;2;5;5;5;3.6;1.9493588689617927;1;5
Math;71;294;156;102;117;52;144.2;91.65260498207348;52;294;315;720;54.5;606;181.5;375.4;281.13506540451334;54.5;720;595;136;389;536;749;481.0;232.02047323458333;136;749
Math;72;33;60;38;1;8;28.0;23.86419912756345;1;60;107;61;21.5;103;87;75.9;35.377252578457814;21.5;107;83;30;13;57;27;42.0;27.910571473905726;13;83
Math;73;11;107;33;244;161;111.2;95.24809709385276;11;244;208;167;178;272;39.5;172.9;85.01352833520086;39.5;272;168;212;185;277;190;206.4;42.47705262844869;168;277
Math;74;912.5;2986;3498;1145.5;1093;1927.0;1217.0692769928917;912.5;3498;774.5;618;4221;3268;2821;2340.5;1584.8327198792938;618;4221;4317;4364;4225;4212;4262;4276.0;63.87096366894741;4212;4364
Math;75;2;1;5;1;5;2.8;2.0493901531919194;1;5;78;47;109;23;105;72.4;37.145659234963105;23;109;20;38;46;3;3;22.0;19.73575435599055;3;46
Math;76;56;115;56;35;204;93.2;68.75099999272737;35;204;2923;2238;1021;4644;4099;2985.0;1450.209122850908;1021;4644;58;407;283;218;882;369.6;312.8614709420129;58;882
Math;77;10;28;31;75;2;29.2;28.331960751066983;2;75;796;3463;1484;3576;617;1987.2;1436.3048771065285;617;3576;78;87;53;894;260;274.4;355.95687941097583;53;894
Math;78;107;251;299;206;26;177.8;110.56536528226188;26;299;289;145;52.5;461;30.5;195.6;179.90045858751998;30.5;461;407;206;386;293;411;340.6;89.17566932745724;206;411
Math;79;143;153;193;126;20;127.0;64.68771135231174;20;193;390;480;87;481;484;384.4;170.9306877070352;87;484;23;167;138;257;58;128.6;92.44620057092665;23;257
Math;80;72;2833;162;1055.5;459;916.3;1138.425425752605;72;2833;369.5;517;369.5;664.5;861;556.3;209.69161881200688;369.5;861;3705;2268;2347;4030;2974;3064.8;790.5439266732748;2268;4030
Math;81;782;1559.5;1080;292;804;903.5;463.7032995353818;292;1559.5;664;369.5;1451;664.5;2270;1083.8;775.2701625885005;369.5;2270;639;3009;801;371;1630;1290.0;1069.8182088560654;371;3009
Math;82;1929;1681;1487;268;1962;1465.4;696.8237223286819;268;1962;1794;234.5;1650;401.5;1671;1150.2;763.9648715746033;234.5;1794;1843;1896;1951;1817;1861;1873.6;51.94035040313071;1817;1951
Math;83;841;389;229;1523;1736;943.6;669.3958470143059;229;1736;926;1258;1394;904;1604;1217.2;302.2535359594657;904;1604;1701;1506;1475;1513;1796;1598.2;141.97781516842693;1475;1796
Math;84;72;26;25;68;47;47.6;22.300224214119464;25;72;108;33;61.5;5;69;55.3;38.82911278924617;5;108;53;4;26;27;6;23.2;19.84187491140895;4;53
Math;85;89;269;315;144;65;176.4;110.54772724936501;65;315;405;266;274;409;193;309.4;94.53200516227295;193;409;71;46;125;134;199;115.0;59.61124055075519;46;199
Math;86;535;488;525;173;337;411.6;155.25720595193;173;535;313;320.5;847;861;225;513.3;313.3128628064925;225;861;626;52;203;441;746;413.6;287.86333562994787;52;746
Math;87;1459;1154;1186.5;397;1409;1121.1;426.2461730033479;397;1459;417;1214;1277;1819;1377;1220.8;507.82398525473377;417;1819;1814;1873;1478;1901;1865;1786.2;175.13052275374503;1478;1901
Math;88;78;499;558;228;353.5;343.3;196.29111034379525;78;558;964;1379;335.5;369;310;671.5;479.8950406078396;310;1379;1618;1362;1160;1507;663;1262.0;376.15355906863357;663;1618
Math;89;1;1;3;1;3;1.8;1.0954451150103324;1;3;18;59;27;17;43;32.8;17.977764043395386;17;59;2;1;1;6;1;2.2;2.16794833886788;1;6
Math;90;13;4;8;1;5;6.2;4.54972526643093;1;13;21;93;70;74;55;62.6;26.91282222287362;21;93;82;16;2;43;5;29.6;33.455941176418875;2;82
Math;91;12;31;110;35;45;46.6;37.40721855471214;12;110;68;351;338;273;158;237.6;121.75097535543607;68;351;342;385;67;340;144;255.6;140.85205003832922;67;385
Math;92;10;58;12;19;3;20.4;21.77842969545784;3;58;98;42;27;97;21.5;57.1;37.63708277749486;21.5;98;37;78;49;25;24;42.6;22.25533643870611;24;78
Math;93;32;21;15;12;12;18.4;8.44393273303382;12;32;53;35;28;134;98;69.6;45.15860936742849;28;134;69;23;47;63;35;47.4;19.09973821810132;23;69
Math;94;167;11;201;53;172;120.8;83.42781310809963;11;201;135;25.5;19;174;162;103.1;75.18011705231643;19;174;173;158;201;191;145;173.6;22.995651762887697;145;201
Math;95;5;26;2;28;3;12.8;13.026895255585652;2;28;220;240;191;58.5;363;214.5;109.11118182844507;58.5;363;80;185;45;255;154;143.8;83.66420979128411;45;255
Math;96;93;118;13;6;77;61.4;49.641716328104536;6;118;19;69;59;71;100;63.6;29.23696290656743;19;100;103;112;73;95;56;87.8;22.90633100258529;56;112
Math;97;80;9;31;25;47;38.4;26.940675566882135;9;80;120;147;30.5;44;77;83.7;49.43632267877537;30.5;147;97;65;145;81;136;104.8;34.64390278245221;65;145
Math;98;22;266;236;6;116;129.2;119.3364990269113;6;266;344;498;382;105;629;391.6;195.04948090164197;105;629;61;164;48;19;176;93.6;71.50734228035608;19;176
Math;99;41;83;1;51;37;42.6;29.441467354736243;1;83;237;101;41.5;99;46;104.9;79.03986336020579;41.5;237;105;63;154;162;290;154.8;85.49678356523127;63;290
Math;100;345;30;12;112;123;124.4;132.63219820239732;12;345;396;142;208;265;468;295.8;134.16855071140927;142;468;210;80;223;14;72;119.8;91.99021687114342;14;223
Math;101;46;72;60;1;22;40.2;28.743694960808362;1;72;94;110;29;58;126;83.4;39.4943033866911;29;126;85;14;64;22;49;46.8;29.371755139929927;14;85
Math;102;1;5;2;1;1;2.0;1.7320508075688772;1;5;503;685;553;901;876;703.6;181.628191644359;503;901;4;5;5;2;1;3.4;1.8165902124584952;1;5
Math;103;97;179;53;128;73;106.0;49.47726750741192;53;179;86;29.5;40.5;27.5;41;44.9;23.789178211951754;27.5;86;104;186;82;41;60;94.6;56.28321241720305;41;186
Math;104;160;156;125;120;167;145.6;21.524404753674375;120;167;135;20.5;100;102;153;102.1;50.83355191209837;20.5;153;169;167;164;159;147;161.2;8.786353054595518;147;169
Math;105;52;14;36;19;33;30.8;15.023315213360865;14;52;12.5;54;2;19;23;22.1;19.520502042724207;2;54;29;43;44;10;23;29.8;14.27235089254745;10;44
Math;106;19;33;30;35;1;23.6;14.064138793399332;1;35;72;51;31.5;78;66;59.7;18.686893802876927;31.5;78;14;2;9;5;16;9.2;5.890670590009257;2;16
Mockito;1;1;2;1;2;2;1.6;0.5477225575051661;1;2;1965;1029;1592;1228;743;1311.4;478.46452324075193;743;1965;1201;2161;1878;716;2338;1658.8;681.9125310477878;716;2338
Mockito;2;83;3;6;29;133;50.8;56.0374874525973;3;133;138.5;670;1058;138.5;254.5;451.9;403.2154200920396;138.5;1058;5;119;28;21;110;56.6;53.60317154795973;5;119
Mockito;3;81;626;27;276;321;266.2;236.6805864451075;27;626;466;2920;2019;1151;2698;1850.8;1036.414347642872;466;2920;372;355;685;152;449;402.6;192.29222553187114;152;685
Mockito;4;102;166;75;1243;717;460.6;510.3825036186096;75;1243;1705;2142;836;669;1497;1369.8;612.5550587498237;669;2142;322;274;1124;465;387;514.4;348.2431621726405;274;1124
Mockito;5;1230;235;2763;2993;2028.5;1849.9;1136.277386908672;235;2993;3072;1120;2081;4232;775.5;2256.1;1421.568957173728;775.5;4232;3428;3758;2300;3994;1184;2932.8;1173.7824329917364;1184;3994
Mockito;6;1;26;83;205;20;67.0;82.9849383924577;1;205;249.5;165;82.5;509;680;337.2;249.62136326845106;82.5;680;31;100;28;38;80;55.4;32.56992477731565;28;100
Mockito;7;61;719;332;1601;1481;838.8;683.655761330218;61;1601;1607;188;1071;1695;666;1045.4;635.8280427914453;188;1695;60;761;259;710;91;376.2;337.1019133733892;60;761
Mockito;8;34;69;6;69;58;47.2;27.10535002541011;6;69;90;28;43;58;125;68.8;38.90629769073382;28;125;71;144;106;112;36;93.8;41.41497313774331;36;144
Mockito;9;856;1871;1994;419;41;1036.2;868.6343879907126;41;1994;1362;299;830;415;567;694.6;422.70356042976505;299;1362;466;1441;1246.5;1057;1925;1227.1;534.1818978587725;466;1925
Mockito;10;122;258.5;19;335;251;197.1;125.54999004380684;19;335;180.5;180.5;210.5;368;180.5;224.0;81.5398675495613;180.5;368;184;157;275;307;104;205.4;84.03749163319904;104;307
Mockito;11;39;62;153;9;358;124.2;141.3248032017027;9;358;684;78;127;202;46;227.4;261.9328158135212;46;684;139;23;111;367;555;239.0;217.53160689885965;23;555
Mockito;12;16;2;4;88;2;22.4;37.13219627223792;2;88;343;405;1092.5;1136.5;126;620.6;462.8759823105969;126;1136.5;14;4;2;3;55;15.6;22.545509530724736;2;55
Mockito;13;261;182;303;830;614;438.0;273.7380134362051;182;830;215;100;294;643;214.5;293.3;207.36188174300503;100;643;301;577;338;443;530;437.8;118.93149288561041;301;577
Mockito;14;994;152;223;56;12;287.4;403.4709407132068;12;994;337;238;673;340;959;509.4;300.40855513783225;238;959;454;66;490;30;692;346.4;287.38963098901115;30;692
Mockito;15;512;229;253;507;497;399.6;145.13028629476344;229;512;506;203;1034;166;987;579.2;415.5607055533523;166;1034;950;601;1116;604;889;832.0;225.37413338713029;601;1116
Mockito;16;254;150;86;121;114;145.0;65.04613747179766;86;254;99.5;291;53;59.5;138.5;128.3;97.22178253868832;53;291;87;526;202;112;108;207.0;183.719895493112;87;526
Mockito;17;487;74;347;582;30;304.0;245.2539500191587;30;582;100;397;260;207;539;300.6;170.86339572886874;100;539;187;455;609;642;130;404.6;236.3436057946142;130;642
Mockito;18;791;301;500;196;924;542.4;311.2415460699294;196;924;861;100.5;100;134;581;355.3;348.47804808911565;100;861;808;340;608;16;337;421.8;300.9887041069814;16;808
Mockito;20;517;1023;866;339;243;597.6;336.1975609667625;243;1023;232;424;358;232.5;194;288.1;98.04106282573643;194;424;463;428;1240;55;750;587.2;440.64123728947567;55;1240
Mockito;21;24;35;4;83;18;32.8;30.210925176167645;4;83;170;465;155;159;139;217.6;138.74725222504406;139;465;11;79;216;44;60;82.0;78.95251737595198;11;216
Mockito;22;640;620;759;516;836;674.2;125.00479990784355;516;836;327;787;488;839;616;611.4;211.40553445924732;327;839;99;587;679;744;142;450.2;306.4762633549293;99;744
Mockito;23;58;127;289;103;51;125.6;96.6271183467664;51;289;159.5;191;127.5;254.5;222;190.9;50.04423043668471;127.5;254.5;578;363;292;360;675;453.6;163.99481699126957;292;675
Mockito;24;363;1320;724;2804;2862;1614.6;1163.7374274294007;363;2862;3065;451.5;1932;2625;1933;2001.3;991.439206406525;451.5;3065;2785;1709;3192;2087.5;2284;2411.5;583.8280997005883;1709;3192
Mockito;25;10;3;15;56;41;25.0;22.5055548698538;3;56;545;273;328;1395;328;573.8;470.7745745046136;273;1395;609;920;792;718;212;650.2;269.8206811940108;212;920
Mockito;26;2120;1482;86;216;335;847.8;903.2132638530061;86;2120;1181;2973;768;2766;2578;2053.2;1005.2366388070026;768;2973;1795;2035;2667;2181;2798;2295.2;424.84962045410845;1795;2798
Mockito;27;194;211;262;371;305;268.6;72.00208330319339;194;371;1274;215;250;477;713;585.8;433.55818525314453;215;1274;1120;459;723;409;35;549.2;402.55831875642565;35;1120
Mockito;28;484;1062;1129;829.5;1195;939.9;289.73099592553086;484;1195;1241;283;644;879;145.5;638.5;444.4957817572626;145.5;1241;1024;681;960;1157;560;876.4;247.89171022847862;560;1157
Mockito;29;472;1421;721;1352;1393;1071.8;443.40805134773996;472;1421;1195;548;1453;1435;1330;1192.2;374.4859142878407;548;1453;1055;1203;363;753;491;773.0;357.92736693357216;363;1203
Mockito;30;431;403;646;69;196;349.0;223.41553213686822;69;646;453;333;528;78.5;91.5;296.8;205.52694470555434;78.5;528;145;393;132;131;155;191.2;113.24398438769276;131;393
Mockito;31;639;618;702;524;661;628.8;66.33023443347687;524;702;211;421;158;260;100.5;230.1;122.16402907566531;100.5;421;563;643;570;737;644;631.4;70.52162788818761;563;737
Mockito;32;1027;632;214;1488;417;755.6;508.26302245982833;214;1488;615;481;154.5;437;103;358.1;220.1455200543495;103;615;717;436;714;1419;1099;877.0;383.9589821842953;436;1419
Mockito;33;708;1512;1205;561;937;984.6;382.405936146394;561;1512;1133;923;559;704;974;858.6;227.16799950697282;559;1133;1032;1442;1286;1152;348;1052.0;422.15873791738574;348;1442
Mockito;34;625;611;1401;1409;527;914.6;449.2469254207534;527;1409;2100;672;472;1577;1539;1272.0;680.0547772054837;472;2100;1175;1790;1577;1858;442;1368.4;582.363546249248;442;1858
Mockito;35;224;193;278;177;583;291.0;167.72149534272583;177;583;287;478;1026;1013;136;588.0;412.15106453823455;136;1026;22;126;61;124;209;108.4;71.38837440368005;22;209
Mockito;36;201;558;1153;398;974;656.8;397.27912102198377;201;1153;989;851;778;269.5;655;708.5;273.58728040608906;269.5;989;740;327;24;139;1040;454.0;425.8655891240803;24;1040
Mockito;37;701;677;63;322;846;521.8;320.82814714423046;63;846;121.5;125;142.5;603;881;374.6;349.5846464019837;121.5;881;486;412;41;71;345;271.0;202.78190254556742;41;486
Mockito;38;1192;976;869;873;857;953.4;141.70497521258736;857;1192;1360;633;90;136;337;511.2;520.5350132315789;90;1360;417;1091;680;685;325;639.6;298.3199624564203;325;1091
Time;5;172;103;74;1528;54;386.2;639.8470129648181;54;1528;3795;1184;363.5;509;2064;1583.1;1407.4944227242963;363.5;3795;1414;661;40;1267;76;691.6;643.7059111115883;40;1414
Time;11;1030;337;1505;218;204;658.8;582.7835790411394;204;1505;709;2075;1116.5;2988;836.5;1545.0;967.9397579395114;709;2988;1649;31;206;337;195;483.6;660.4633222216053;31;1649
Time;13;4651;4805;4778;3043;4671;4389.6;755.6882955293141;3043;4805;428;2951;686;3994;3608;2333.4;1666.4410580635608;428;3994;4735;3431;3783;3718;3160;3765.4;596.0312911248872;3160;4735
Time;15;69;55;73;166;11;74.8;56.60565342790417;11;166;155;97;40;112;104;101.6;41.174020935536525;40;155;112;54;140;47;112;93.0;40.52159917870962;47;140
Time;22;936;1506.5;2146;194;1631;1282.7;745.3446853637585;194;2146;2070;2364;4313;3139;1918;2760.8;987.0824180381292;1918;4313;1045;285.5;313;1145;2068;971.3;731.7845994553315;285.5;2068
Time;23;262;36;7;22;98;85.0;104.82366145102927;7;262;1131;158;1331;1280;645;909.0;499.6763952799852;158;1331;74;5;78;78;173;81.6;59.80217387353072;5;173
Time;27;5171;2590;4523.5;5434;4539;4451.5;1113.6661303999506;2590;5434;2400;3428;851;2794;3211;2536.8;1021.7106733317412;851;3428;2816;4336;4892;3368;3940;3870.4;810.7803648337816;2816;4892
