model;;MLP-FLS;MLP-FLS;MLP-FLS;MLP-FLS;MLP-FLS;MLP-FLS;MLP-FLS;MLP-FLS;MLP-FLS;CNN-FLS;CNN-FLS;CNN-FLS;CNN-FLS;CNN-FLS;CNN-FLS;CNN-FLS;CNN-FLS;CNN-FLS;RNN-FLS;RNN-FLS;RNN-FLS;RNN-FLS;RNN-FLS;RNN-FLS;RNN-FLS;RNN-FLS;RNN-FLS
train;;1;2;3;4;5;mean;std;min;max;1;2;3;4;5;mean;std;min;max;1;2;3;4;5;mean;std;min;max
program;version;;;;;;;;;;;;;;;;;;;;;;;;;;;
Math;54;504;1054;1131;1488;766;988.6;373.6118306477995;504;1488;519;288.5;1763;723.5;288.5;716.5;612.4919387224619;288.5;1763;549;1814;792;1821;92;1013.6;775.6998775299633;92;1821
Math;55;1;6;1;1;1;2.0;2.23606797749979;1;6;1250;519;1773;1251;1674;1293.4;494.53240540939277;519;1773;516;518;134;1231;1284;736.6;500.9129664921841;134;1284
Math;56;4;5;2;5;1;3.4;1.8165902124584952;1;5;1;490.5;2150;2266;1409;1263.3;1000.4366296772625;1;2266;9;4;8;8;4;6.6;2.4083189157584592;4;9
Math;57;13;10;3;8;2;7.2;4.658325879540846;2;13;1525;578.5;2086;652;932;1154.7;640.0685119578997;578.5;2086;609;291;20;1670;4;518.8;689.0411453607107;4;1670
Math;58;1416;861;617;1740;1651;1257.0;495.0308071221427;617;1740;1805;2115;1713;2741;644;1803.6;762.9828307373633;644;2741;2776;2823;2656;2680;2800;2747.0;74.49161026585477;2656;2823
Math;59;189;1327;1317;1123;1984;1188.0;646.4912992453959;189;1984;2282;1996;926;575;2226;1601.0;793.5225264603393;575;2282;4;3;4;3;4;3.6;0.5477225575051661;3;4
Math;60;207;23;201;234;44;141.8;99.91846676165522;23;234;207.5;1151;1272;551;837;803.7;435.98818791338834;207.5;1272;291;416;50;379;417;310.6;154.43866096285606;50;417
Math;61;3;4;8;7;8;6.0;2.345207879911715;3;8;1619;635.5;5;1383;2118.5;1152.2;834.8582664141261;5;2118.5;7;6;27;6;9;11.0;9.027735042633894;6;27
Math;62;478;876;155;106;134;349.8;330.63454145022416;106;876;1266;281;1486;524.5;2041;1119.7;717.9926531657549;281;2041;78;98;76;5;301;111.6;111.59883511936852;5;301
Math;63;4;5;8;1;5;4.6;2.5099800796022267;1;8;88.5;353.5;225;1521;1412;720.0;688.9492905867601;88.5;1521;1079;1425;1250;517;223;898.8;508.71819310891567;223;1425
Math;64;31;94;276;83;72;111.2;95.15618739735216;31;276;146;80.5;97.5;48.5;65;87.5;37.41156238384064;48.5;146;126;86;60;298;186;151.2;94.82193838980513;60;298
Math;65;1154;457;902;282.5;908;740.7;358.90695172983203;282.5;1154;368.5;368.5;2509;1498;1026;1154.0;895.0929421015451;368.5;2509;2079;969;2419;980;2503;1790.0;761.1951129638182;969;2503
Math;66;158;335;166;97;239;199.0;91.20032894677519;97;335;359;282.5;82;268;327;263.7;107.79123340977223;82;359;476;1063;1420;321;1011;858.2;451.5447929054215;321;1420
Math;67;233;32;71;94;204;126.8;87.19919724401137;32;233;637;216;644;354;154;401.0;230.3193435211207;154;644;56;174;21;18;224;98.6;94.5293605183067;18;224
Math;68;103;75;257;207;318;192.0;102.39140588936164;75;318;94.5;155.5;65;249;348;182.4;116.28811203214195;65;348;98;271;226;288;348;246.2;93.67069979454622;98;348
Math;69;44;74;3;12;10;28.6;29.896488088068136;3;74;532.5;1323;1669;1664;2005;1438.7;561.0434029556002;532.5;2005;62;1038;27;69;170;273.2;430.8383687649;27;1038
Math;70;4;6;1;1;2;2.8;2.16794833886788;1;6;166;167;99;25;143;120.0;59.833101206606365;25;167;2;2;3;2;3;2.4;0.5477225575051661;2;3
Math;71;36;30;197;97;51;82.2;69.33757999815107;30;197;607;219;640;247.5;815;505.7;261.1650818926604;219;815;504;269;99;32;852;351.2;334.0654127562445;32;852
Math;72;4;64;17;37;58;36.0;25.758493744782516;4;64;174;199;199;69;219;172.0;59.74947698515862;69;219;64;28;60;21;10;36.6;24.099792530227308;10;64
Math;73;76;191;7;227;177;135.6;91.14164799914471;7;227;155;43.5;93;59.5;37;77.6;48.3908565743571;37;155;214;197;87;273;213;196.8;67.86162391219355;87;273
Math;74;1986;2878;1119;234;896;1422.6;1026.8713648748803;234;2878;465.5;930;3305;2348;1638;1737.3;1130.2330290696693;465.5;3305;4169;4097;4122;3892;4200;4096.0;120.86976462291966;3892;4200
Math;75;1;1;1;1;4;1.6;1.3416407864998738;1;4;40;100;55;20.5;86;60.3;32.637401857378286;20.5;100;8;4;5;2;1;4.0;2.7386127875258306;1;8
Math;76;200;100;162;59;77;119.6;59.441567947018356;59;200;3616;4626;893.5;2316;2823;2854.9;1401.3020017112656;893.5;4626;580;244;223;196;1680;584.6;631.9998417721321;196;1680
Math;77;4;2;10;12;3;6.2;4.494441010848846;2;12;579;4045;2453;1362;2007;2089.2;1301.3247865156493;579;4045;40;24;479;136;175;170.8;183.62652313867952;24;479
Math;78;154;110;21;45;114;88.8;54.43068987253423;21;154;267;282;412;81;407;289.8;134.950731750517;81;412;295;127;240;393;374;285.8;108.01712827139961;127;393
Math;79;42;63;3;12;22;28.4;24.172298194420822;3;63;486;256;425;47;354;313.6;171.87000901844394;47;486;72;167;95;193;350;175.4;109.5686999101477;72;350
Math;80;2417;480;310;30;468;741.0;954.3201768798561;30;2417;1239;1239;1111;1207;1853;1329.8;297.14508240925005;1111;1853;3657;2159;1696;2357;3042;2582.2;771.6499854208513;1696;3657
Math;81;139;90;560;1842.5;233;572.9;732.9809342677338;90;1842.5;1905;879;1615;2108.5;2615;1824.5;642.2396359615311;879;2615;175;2674;458;1845;1504;1331.2;1024.2361544097143;175;2674
Math;82;587;1175;1272;1557;1187;1155.6;353.31968527100213;587;1557;1290;1160;769;1384;1154;1151.4;234.319866848716;769;1384;1769;1972;1845;1980;1923;1897.8;89.82594280050725;1769;1980
Math;83;1340;919;1348;1319.5;867;1158.7;243.46755430652357;867;1348;354;202;1959;1052.5;8;715.1;799.1841464894059;8;1959;1728;1545;1525;783;1819;1480.0;408.80435418424787;783;1819
Math;84;25;34;22;26;21;25.6;5.128352561983234;21;34;134;1;1;6;2;28.8;58.84471089231385;1;134;19;48;127;31;7;46.4;47.53735373366927;7;127
Math;85;104;186;115;178;317;180.0;84.86754385511578;104;317;123;434;185;280;357;275.8;125.72867612442278;123;434;148;33;129;55;133;99.6;51.83435154412564;33;148
Math;86;53;48;35;18;114;53.6;36.37719065568423;18;114;840;839;630;13;1447;753.8;514.6180136761635;13;1447;353;123;539;32;132;235.8;206.5785564863885;32;539
Math;87;1199;1555;1020;491;1085;1070.0;384.0026041578364;491;1555;1521;401;1619;250.5;1013;960.9;626.0347833786874;250.5;1619;1775;1824;1822;1826;1858;1821.0;29.664793948382652;1775;1858
Math;88;40;322;233;2;11;121.6;146.4284808362089;2;322;1311;301;1512;1323;351;959.6;584.130807268372;301;1512;1034;927;361.5;1204;934;892.1;316.98864332969407;361.5;1204
Math;89;1;1;1;2;1;1.2;0.4472135954999579;1;2;68;84;88;96;38;74.8;22.960836221705865;38;96;2;1;1;5;1;2.0;1.7320508075688772;1;5
Math;90;6;5;4;1;3;3.8;1.9235384061671346;1;6;64;81;9;25;46;45.0;28.956864471140516;9;81;47;30;19;31;5;26.4;15.582040944625964;5;47
Math;91;1;2;1;38;1;8.6;16.44080290010193;1;38;153;379;132;221;69.5;190.9;118.24889005821578;69.5;379;72;240;19;122;63;103.2;84.77440651517414;19;240
Math;92;1;11;10;25;5;10.4;9.09945053286186;1;25;43.5;21.5;28;78;207;75.6;76.63990474941889;21.5;207;73;124;41;53;25;63.2;38.23872382807774;25;124
Math;93;1;1;3;3;1;1.8;1.0954451150103324;1;3;15.5;78;123;67;32;63.1;42.00654710875437;15.5;123;16;55;45;44;40;40.0;14.508618128546908;16;55
Math;94;123;179;207;177;171;171.4;30.41052449399714;123;207;87;197;67;166;55;114.4;63.26768527455387;55;197;176;209;188;194;135;180.4;28.023204670415552;135;209
Math;95;13;30;24;95;39;40.2;32.05776037093047;13;95;66;139;392;346;137;216.0;143.65409844484077;66;392;98;270;71;67;89;119.0;85.36685539481937;67;270
Math;96;95;73;25;55;73;64.2;26.099808428415717;25;95;108;34;39;85;69;67.0;31.15284898689043;34;108;42;93;65;103;26;65.8;32.69097734849786;26;103
Math;97;73;15;15;34;22;31.8;24.304320603547016;15;73;177;110;26;190;209;142.4;74.99533318813911;26;209;95;40;125;40;104;80.8;38.803350370812055;40;125
Math;98;9;9;3;9;15;9.0;4.242640687119285;3;15;114.5;113.5;68;68;117;96.2;25.774502905002844;68;117;52;18;7;10;140;45.4;55.83726354326472;7;140
Math;99;102;49;60;202;41;90.8;66.4582575757144;41;202;64;55.5;30;90;146;77.1;44.07436896882359;30;146;223;98;198;145;159;164.6;48.41797186995755;98;223
Math;100;124;60;138;44;205;114.2;64.75492259280371;44;205;93;92.5;77.5;222;205;138.0;69.46311971111001;77.5;222;219;106;107;131;260;164.6;70.60665690995431;106;260
Math;101;66;55;18;1;34;34.8;26.4896206088347;1;66;68;82;107;112;14.5;76.7;39.16886518652283;14.5;112;56;26;99;29;29;47.8;31.10787681600916;26;99
Math;102;2;2;3;1;2;2.0;0.7071067811865476;1;3;207;140;184;193;161;177.0;26.59887215654077;140;207;4;3;2;1;1;2.2;1.3038404810405297;1;4
Math;103;93;143;98;70;46;90.0;36.1178626167164;46;143;46;28;11.5;24;22.5;26.4;12.546911970680275;11.5;46;45;209;63;52;98;93.4;67.75913222584835;45;209
Math;104;168;169;167;169;168;168.2;0.8366600265340756;167;169;79;38;84;133;36;74.0;39.83089253330887;36;133;168;168;145;162;168;162.2;9.959919678390987;145;168
Math;105;17;7;6;6;37;14.6;13.352902306240392;6;37;9.5;50;57;15;13;28.9;22.678183348760545;9.5;57;27;17;33;10;16;20.6;9.235799911215054;10;33
Math;106;3;12;11;1;1;5.6;5.458937625582473;1;12;27;26.5;117;84;133;77.5;49.58326330527268;26.5;133;8;6;3;5;2;4.8;2.3874672772626644;2;8
Mockito;1;17;694;2146;407;132;679.2;860.777381208405;17;2146;2452;668;1938;2432;1921;1882.2;725.5778386913425;668;2452;1065;587;2157;1013;2027;1369.8;686.4001748251526;587;2157
Mockito;2;18;1;2;2;3;5.2;7.1902712048990205;1;18;385.5;106.5;216.5;380;937;405.1;319.63404856178886;106.5;937;28;9;14;9;9;13.8;8.228000972289685;9;28
Mockito;3;651;272;106;441;386;371.2;202.20707208206147;106;651;1393;1598;1873;1578;1691;1626.6;175.07798262488632;1393;1873;242;702;868;158;130;420.0;340.82840257232084;130;868
Mockito;4;167;128;413;1225;121;410.8;470.7241230274905;121;1225;784;1346;564;773;974;888.2;294.1839560547108;564;1346;463;98;1253;44;239;419.4;493.34501112304764;44;1253
Mockito;5;3651;1879.5;472;670;2913;1917.1;1382.317998870014;472;3651;1381;531;319.5;2431;903;1113.1;839.8532907597612;319.5;2431;2376;3409;3511;3770;2454;3104.0;643.178435583781;2376;3770
Mockito;6;4;16;41;44;40;29.0;17.916472867168917;4;44;678;505;252.5;375.5;1010;564.2;294.9395277001711;252.5;1010;131;39;28;133;50;76.2;51.53348426023608;28;133
Mockito;7;80;973;1174;939;363;705.8;462.094903672395;80;1174;1391;1754;1023;449;1627;1248.8;526.5806680841977;449;1754;23;1338;35;227;123;349.2;558.7827842731019;23;1338
Mockito;8;76;13;43;133;43;61.6;45.714330357121064;13;133;171;118;74;63;168;118.8;50.662609486681596;63;171;88;151;59;104;84;97.2;34.12770135828078;59;151
Mockito;9;934;1337;1214;111;195;758.2;572.2173538088477;111;1337;1134;1248;1021;1477;1249;1225.8;169.19131183367543;1021;1477;129;1058;1199;1164;1516;1013.2;522.9452170160848;129;1516
Mockito;10;179;242;353;118;174;213.2;89.64206601813682;118;353;135.5;315.5;611;464;84;322.0;220.880906825375;84;611;17;54;344;369;207;198.2;161.34962039000897;17;369
Mockito;11;21;21;202;16;71;66.2;79.16880698861138;16;202;452;23.5;94;232;165;193.3;164.25346267278508;23.5;452;134;10;689;334;473;328.0;269.32415413401003;10;689
Mockito;12;1488;143;1330;1485;1371;1163.4;574.6436286952114;143;1488;1473;985;1194;868;1053.5;1114.7;232.43052725491975;868;1473;20;15;10;16;34;19.0;9.1104335791443;10;34
Mockito;13;1256;964;868;71;845;800.8;439.57900313822995;71;1256;121;818;753;1017;777;697.2;338.5087886599106;121;1017;373;913;538;80;986;578.0;377.5970074033956;80;986
Mockito;14;106;346;358;540;293;328.6;155.46317892028324;106;540;808;732;304;179;849;574.4;309.94725357712076;179;849;77;148;285;435;323;253.6;142.34394964310917;77;435
Mockito;15;754;803;632;542;820;710.2;119.36582425468356;542;820;123.5;153.5;215;586;184;252.4;189.58026004834997;123.5;586;1008;1040;660;458;499;733.0;276.39826338094093;458;1040
Mockito;16;169;307;154;204;257;218.2;63.51141629659978;154;307;274;180.5;824;60.5;414;350.6;294.57032267355106;60.5;824;74;129;58;232;65;111.6;72.89924553793406;58;232
Mockito;17;520;148;511;142;42;272.6;225.7206237808145;42;520;76;177;100.5;213;77.5;128.8;62.516597796105316;76;213;74;691;582;475;127;389.8;275.5516285562472;74;691
Mockito;18;721;193;825;446;688;574.6;254.5334948489098;193;825;183;643;50.5;350;318;308.9;221.36858404028337;50.5;643;424;562;691;523;272;494.4;156.88945152558856;272;691
Mockito;20;535;508;89;114;544;358.0;234.69235181402908;89;544;948;741;1187;1300;1076;1050.4;216.69633130258572;741;1300;384;900;1134;108;571;619.4;407.07345774442234;108;1134
Mockito;21;17;16;50;1;8;18.4;18.822858443923973;1;50;165;119;141.5;118;242;157.1;51.220601324076625;118;242;92;294;6;81;34;101.4;113.18480463383767;6;294
Mockito;22;827;856;772;811;604;774.0;99.7572052535555;604;856;137.5;497;766;416;597;482.7;232.99130885078094;137.5;766;333;402;798;806;154;498.6;291.392861957873;154;806
Mockito;23;58;472;11;67;465;214.6;232.76447323421158;11;472;96;192;191;381;241;220.2;104.11868228132741;96;381;129;215;341;168;264;223.4;82.95962873590986;129;341
Mockito;24;1335;2362;1531;2841;253;1664.4;998.6720182322123;253;2841;1742;507;676;1293;1633;1170.2;556.8408210611;507;1742;2833;1629;3226;1836;2638;2432.4;677.0703803889223;1629;3226
Mockito;25;731;224;316;845;424;508.0;268.26945409419983;224;845;1826;2010;411;212;492.5;990.3;855.4716243102397;212;2010;532;769;217;839;58;483.0;339.9683808826933;58;839
Mockito;26;2882;3007;2353;2796;2701;2747.8;247.77752117575153;2353;3007;2638;2962;875;640;1443;1711.6;1041.8840146580615;640;2962;1784;2059;2980;2632;2763;2443.6;502.0520889310192;1784;2980
Mockito;27;460;475;763;387;175;452.0;211.10897659739626;175;763;756;188.5;150;530;75.5;340.0;290.76128524960126;75.5;756;379;683;691;375;154;456.4;229.37262260348334;154;691
Mockito;28;677;1200;992;1198;1211;1055.6;230.57601783359866;677;1211;773;1164;1172;679;1044;966.4;227.6736699752521;679;1172;979;997;1183;1232;1018;1081.8;116.86616276750084;979;1232
Mockito;29;164;929;855;1035;1325;861.6;428.96363482234716;164;1325;1461;922;1248;1394;323;1069.6;466.2223718355866;323;1461;1170;1488;295;841;300.5;818.9;527.8882931075475;295;1488
Mockito;30;558;483;292;20;164;303.4;221.8981748460316;20;558;98;78.5;98;93;577;188.9;217.101473970123;78.5;577;222;466;18;46.5;41;158.7;190.18333260304385;18;466
Mockito;31;758;678;699;602;436;634.6;124.26101560827514;436;758;282;114;338;151.5;113.5;199.8;103.68015721438698;113.5;338;672;591;644;615;647;633.8;31.316130029108002;591;672
Mockito;32;1152;1137;690;1136;346;892.2;362.6571383552239;346;1152;351;650;1396;276;78;550.2;515.5523251814504;78;1396;228;861;947;856;1200;818.4;358.4540416845652;228;1200
Mockito;33;766;1382;353;633;1448;916.4;479.51465045397725;353;1448;266.5;408;1426;952;420;694.5;485.28728604817167;266.5;1426;1176;1483;1302;870;379;1042.0;432.7788118658306;379;1483
Mockito;34;1526;1350;1178;1784;799;1327.4;370.7975188698004;799;1784;646;1489;847;1314;1273;1113.8;352.2139974504137;646;1489;1388;1351;1057;1817;1072;1337.0;308.958735108752;1057;1817
Mockito;35;121;155;479;46;20;164.2;184.26529787238832;20;479;68;413;307;748;137;334.6;268.2951732700385;68;748;82;148;52;169;611;212.4;227.84051439548674;52;611
Mockito;36;1391;147;708;85;558;577.8;526.0890609012889;85;1391;1246;1321;203;117;1127;802.8;591.6385721029352;117;1321;431;404;445;71;1170;504.2;403.0678602915395;71;1170
Mockito;37;389;273;728;235;505;426.0;199.1883530731654;235;728;539;93;96;863;639;446.0;341.64894262971166;93;863;347;368;124;55;482;275.2;178.80352345521607;55;482
Mockito;38;1305;1343;1095;1353;923;1203.8;188.78877085250593;923;1353;432;449;637;102.5;369;397.9;193.02797724682296;102.5;637;616;503;711;728;431;597.8;129.3317439764886;431;728
Time;5;504;18;136;859;859;475.2;393.5488533841764;18;859;4255;327.5;3198;327.5;4023;2426.2;1955.6992547424054;327.5;4255;747;72;29;1701;138;537.4;712.8262761711298;29;1701
Time;11;1705;137;799;383;478;700.4;609.6243105388761;137;1705;650.5;2288;3558;1975;1130.5;1920.4;1124.3256534474342;650.5;3558;1268;97;1153;585;489.5;718.5;486.63795577410525;97;1268
Time;13;4283.5;4099;5003;3317;4813;4303.1;664.1333074014584;3317;5003;794;3407.5;3990;4698;3672.5;3312.4;1488.2946364883533;794;4698;4889;3853;3898;4099;2870;3921.8;720.8430481040932;2870;4889
Time;15;25;1;4;71;7;21.6;29.15132930073687;1;71;52;148;167;116;96;115.8;45.05774073341894;52;167;37;49;160;33;118;79.4;56.70361540501628;33;160
Time;22;1598;2242;418;1445;2658;1672.2;855.3678740752425;418;2658;3776;4134;1654;2590;1440;2718.8;1215.1317624027447;1440;4134;196;513;488;564;2943.5;940.9;1128.6666026776907;196;2943.5
Time;23;11;14;129;29;60;48.6;48.96223034135598;11;129;1034;958;564;158;247;592.2;399.213226233801;158;1034;58;8;10;164;261;100.2;109.9372548320177;8;261
Time;27;5677;5497;3274;4741;5375.5;4912.9;981.6520768581912;3274;5677;3397;1992;841;890.5;3480;2120.1;1288.8196343942002;841;3480;2420;3772;4505;3544;4331;3714.4;823.5698513180289;2420;4505
