version,1_2,1_3,1_4,1_5,2_3,2_4,2_5,3_4,3_5,4_5,num_stmt
2,0.9947289156626506,0.9962349397590361,0.9962349397590361,0.9969879518072289,0.9947289156626506,0.9954819277108434,0.9969879518072289,0.9977409638554217,0.9977409638554217,0.9939759036144579,1328
3,0.9952380952380953,0.9928571428571429,0.9928571428571429,0.9988095238095238,0.9952380952380953,0.9976190476190476,0.9916666666666667,0.9940476190476191,0.9988095238095238,0.9904761904761905,840
5,0.9753521126760564,0.9859154929577465,0.9753521126760564,0.9612676056338029,0.9859154929577465,0.9788732394366197,0.9647887323943662,0.971830985915493,0.9823943661971831,0.9823943661971831,284
6,0.9911242603550295,0.9881656804733728,0.992603550295858,0.9866863905325444,0.985207100591716,0.9837278106508875,0.9792899408284024,0.9822485207100592,0.9881656804733728,0.9896449704142012,676
7,0.9875259875259875,0.9875259875259875,0.9792099792099792,0.9833679833679834,0.9875259875259875,0.9812889812889813,0.9875259875259875,0.9896049896049897,0.9937629937629937,0.9958419958419958,481
8,0.958974358974359,0.9641025641025641,0.9538461538461538,0.9743589743589743,0.9743589743589743,0.9641025641025641,0.9846153846153847,0.9846153846153847,0.9846153846153847,0.9897435897435898,195
9,0.9947534102833159,0.9979013641133263,0.9947534102833159,0.9947534102833159,0.9958027282266527,0.993704092339979,0.9958027282266527,0.9926547743966422,0.9916054564533053,0.9979013641133263,953
10,0.9433962264150944,0.9622641509433962,0.9811320754716981,0.9811320754716981,0.9622641509433962,0.9811320754716981,0.9622641509433962,0.9433962264150944,0.9811320754716981,0.9056603773584906,53
11,0.9792746113989638,0.9585492227979274,0.9637305699481865,0.9740932642487047,0.9844559585492227,0.9689119170984456,0.9689119170984456,0.9585492227979274,0.9637305699481865,0.9792746113989638,193
12,0.9977069479477184,0.9988534739738592,0.9977069479477184,0.9988534739738592,0.9981655583581748,0.9990827791790874,0.9981655583581748,0.9988534739738592,0.9990827791790874,0.9979362531529465,4361
13,0.9966139954853274,0.9920993227990971,0.9954853273137697,0.9988713318284425,0.9943566591422122,0.9920993227990971,0.9966139954853274,0.9966139954853274,0.9966139954853274,0.9977426636568849,886
14,0.9979414093428345,0.9982581155977831,0.9988915281076801,0.9988915281076801,0.997624703087886,0.9984164687252574,0.9984164687252574,0.9977830562153602,0.9985748218527316,0.9982581155977831,6315
16,0.9765100671140939,0.9765100671140939,0.9798657718120806,0.9932885906040269,0.9932885906040269,0.9865771812080537,0.9664429530201343,0.9899328859060402,0.9798657718120806,0.9899328859060402,298
17,0.994413407821229,0.9906890130353817,0.9888268156424581,0.994413407821229,0.9888268156424581,0.9925512104283054,0.9897579143389199,0.9925512104283054,0.994413407821229,0.9916201117318436,1074
18,0.9846938775510204,0.9744897959183674,0.9923469387755102,0.9693877551020408,0.9897959183673469,0.9821428571428571,0.9744897959183674,0.9872448979591837,0.9795918367346939,0.9795918367346939,392
19,0.9982194524816381,0.9968840418428667,0.9977743156020477,0.9979968840418428,0.9968840418428667,0.9984420209214333,0.996216336523481,0.996216336523481,0.9977743156020477,0.9971066102826619,4493
20,0.9845261121856866,0.988394584139265,0.988394584139265,0.9922630560928434,0.9922630560928434,0.988394584139265,0.9922630560928434,0.9903288201160542,0.9941972920696325,0.988394584139265,517
21,0.9949579831932773,0.9932773109243698,0.9983193277310924,0.9966386554621849,0.9932773109243698,0.9966386554621849,0.9899159663865547,0.9882352941176471,0.9915966386554622,0.9966386554621849,595
22,0.959349593495935,0.9796747967479675,0.967479674796748,0.9715447154471545,0.975609756097561,0.975609756097561,0.967479674796748,0.9796747967479675,0.983739837398374,0.9715447154471545,246
23,0.9995703544575725,0.9991407089151451,0.9993555316863587,0.9993555316863587,0.9987110633727175,0.9995703544575725,0.9989258861439313,0.9993555316863587,0.9993555316863587,0.9993555316863587,4655
24,0.92,0.88,0.92,0.88,0.96,0.92,0.8,0.8,0.8,0.88,25
