version,1_2,1_3,1_4,1_5,2_3,2_4,2_5,3_4,3_5,4_5,num_stmt
2,0.9969879518072289,0.9977409638554217,0.9962349397590361,0.9977409638554217,0.9969879518072289,0.9977409638554217,0.9984939759036144,0.9954819277108434,0.9947289156626506,0.9984939759036144,1328
3,0.9916666666666667,0.9928571428571429,0.9988095238095238,0.9952380952380953,0.9988095238095238,0.9988095238095238,0.9964285714285714,0.9976190476190476,0.9988095238095238,0.9988095238095238,840
5,0.9859154929577465,0.9788732394366197,0.9823943661971831,0.9788732394366197,0.9788732394366197,0.9894366197183099,0.9894366197183099,0.9859154929577465,0.9894366197183099,0.9753521126760564,284
6,0.9940828402366864,0.9896449704142012,0.9881656804733728,0.9896449704142012,0.9940828402366864,0.992603550295858,0.992603550295858,0.9881656804733728,0.985207100591716,0.9866863905325444,676
7,0.9937629937629937,0.9896049896049897,0.997920997920998,0.997920997920998,0.9958419958419958,0.9958419958419958,0.9937629937629937,0.997920997920998,0.997920997920998,0.997920997920998,481
8,0.9743589743589743,0.9948717948717949,0.9692307692307692,0.9794871794871794,0.9846153846153847,0.9846153846153847,0.9794871794871794,0.9948717948717949,0.9692307692307692,0.9846153846153847,195
9,0.9979013641133263,0.9989506820566632,0.9905561385099685,0.9989506820566632,0.9958027282266527,0.9989506820566632,0.9968520461699895,0.9968520461699895,0.9989506820566632,0.9968520461699895,953
10,0.9433962264150944,0.9056603773584906,0.9622641509433962,0.9433962264150944,0.9622641509433962,0.9622641509433962,0.9622641509433962,0.9622641509433962,0.9622641509433962,0.9622641509433962,53
11,0.9896373056994818,0.9948186528497409,0.9896373056994818,0.9896373056994818,0.9637305699481865,0.9844559585492227,0.9740932642487047,0.9844559585492227,0.9896373056994818,0.9948186528497409,193
12,0.9988534739738592,0.9995413895895436,0.9997706947947719,0.9981655583581748,0.9990827791790874,0.9977069479477184,0.9990827791790874,0.9995413895895436,0.9990827791790874,0.9983948635634029,4361
13,0.9966139954853274,0.9988713318284425,0.9977426636568849,0.9966139954853274,0.9977426636568849,0.9977426636568849,0.9954853273137697,0.9977426636568849,0.9977426636568849,0.9932279909706546,886
14,0.9984164687252574,0.9990498812351544,0.9990498812351544,0.9987331749802059,0.9995249406175772,0.9990498812351544,0.9985748218527316,0.9996832937450515,0.9982581155977831,0.9998416468725257,6315
16,0.9932885906040269,0.9932885906040269,0.9966442953020134,0.9966442953020134,0.9966442953020134,0.9932885906040269,0.9966442953020134,0.9932885906040269,0.9865771812080537,0.9966442953020134,298
17,0.994413407821229,0.9972067039106145,0.9972067039106145,0.9972067039106145,0.9962756052141527,0.9962756052141527,0.9934823091247672,0.9981378026070763,0.9953445065176909,0.994413407821229,1074
18,0.9770408163265306,0.9974489795918368,0.9846938775510204,0.9897959183673469,0.9948979591836735,0.9948979591836735,0.9821428571428571,0.9872448979591837,0.9846938775510204,0.9897959183673469,392
19,0.9977743156020477,0.9984420209214333,0.9982194524816381,0.9984420209214333,0.9986645893612286,0.9986645893612286,0.9984420209214333,0.9982194524816381,0.9984420209214333,0.9986645893612286,4493
20,0.9864603481624759,0.9845261121856866,0.9787234042553191,0.9980657640232108,0.9941972920696325,0.9845261121856866,0.9941972920696325,0.9922630560928434,0.988394584139265,0.9903288201160542,517
21,0.9949579831932773,0.9915966386554622,0.9966386554621849,0.9932773109243698,0.9983193277310924,0.9966386554621849,0.9815126050420168,0.9966386554621849,0.9899159663865547,0.9983193277310924,595
22,0.9878048780487805,0.991869918699187,0.991869918699187,0.975609756097561,0.991869918699187,0.975609756097561,0.9796747967479675,0.991869918699187,0.9796747967479675,0.9878048780487805,246
23,0.9987110633727175,0.99828141783029,0.9995703544575725,0.9997851772287862,0.9993555316863587,0.9991407089151451,0.9997851772287862,0.9993555316863587,0.9993555316863587,0.9989258861439313,4655
24,0.84,0.96,0.76,0.8,0.84,0.92,0.96,0.96,0.92,0.92,25
