version,1_2,1_3,1_4,1_5,2_3,2_4,2_5,3_4,3_5,4_5,num_stmt,num_buckets,bucket_size
2,0.9856927710843374,0.990210843373494,0.9894578313253012,0.9909638554216867,0.9864457831325302,0.9856927710843374,0.990210843373494,0.9894578313253012,0.9879518072289156,0.9909638554216867,1328,265,5
3,0.9845238095238096,0.975,0.9892857142857143,0.9797619047619047,0.9916666666666667,0.9857142857142858,0.9833333333333333,0.9904761904761905,0.9880952380952381,0.986904761904762,840,168,5
5,0.9330985915492958,0.9119718309859155,0.9295774647887324,0.9401408450704225,0.926056338028169,0.954225352112676,0.9366197183098591,0.954225352112676,0.9401408450704225,0.9401408450704225,284,56,5
6,0.9674556213017751,0.9718934911242604,0.9704142011834319,0.9807692307692307,0.9763313609467456,0.9704142011834319,0.9733727810650887,0.9718934911242604,0.977810650887574,0.9674556213017751,676,135,5
7,0.9771309771309771,0.9854469854469854,0.9771309771309771,0.9875259875259875,0.9833679833679834,0.9812889812889813,0.9833679833679834,0.9833679833679834,0.9875259875259875,0.9854469854469854,481,96,5
8,0.9384615384615385,0.9384615384615385,0.9282051282051282,0.9487179487179487,0.9384615384615385,0.9538461538461538,0.9435897435897436,0.9384615384615385,0.9282051282051282,0.9333333333333333,195,39,5
9,0.9842602308499475,0.9863588667366212,0.9874081846799581,0.9947534102833159,0.9842602308499475,0.9832109129066107,0.9853095487932844,0.9863588667366212,0.9874081846799581,0.9842602308499475,953,190,5
10,0.8113207547169812,0.8113207547169812,0.8301886792452831,0.7924528301886793,0.6981132075471699,0.8301886792452831,0.8679245283018868,0.8867924528301887,0.8113207547169812,0.8490566037735849,53,10,5
11,0.9119170984455959,0.9689119170984456,0.9378238341968912,0.9326424870466321,0.9222797927461139,0.9430051813471503,0.9378238341968912,0.917098445595855,0.9430051813471503,0.9689119170984456,193,38,5
12,0.9949552854849805,0.9949552854849805,0.9961018115111213,0.9931208438431552,0.9949552854849805,0.9938087594588397,0.9954138958954368,0.9965604219215776,0.9940380646640679,0.994267369869296,4361,872,5
13,0.9887133182844243,0.989841986455982,0.9808126410835214,0.989841986455982,0.9909706546275395,0.9808126410835214,0.9853273137697517,0.9853273137697517,0.989841986455982,0.9808126410835214,886,177,5
14,0.9963578780680918,0.9957244655581948,0.9961995249406176,0.9946159936658749,0.9957244655581948,0.9954077593032462,0.9949326999208234,0.9966745843230403,0.9958828186856691,0.9963578780680918,6315,1263,5
16,0.9731543624161074,0.9463087248322147,0.9664429530201343,0.9362416107382551,0.9798657718120806,0.9765100671140939,0.9865771812080537,0.9697986577181208,0.9697986577181208,0.9630872483221476,298,59,5
17,0.984171322160149,0.9813780260707635,0.9823091247672253,0.9813780260707635,0.9813780260707635,0.9860335195530726,0.9832402234636871,0.9851024208566108,0.9832402234636871,0.9795158286778398,1074,214,5
18,0.9311224489795918,0.9693877551020408,0.9362244897959183,0.9642857142857143,0.9464285714285714,0.9413265306122449,0.9617346938775511,0.9617346938775511,0.9413265306122449,0.9591836734693877,392,78,5
19,0.9946583574449143,0.9928778099265524,0.9913198308479858,0.9948809258847096,0.9946583574449143,0.9948809258847096,0.9935455152459381,0.9931003783663477,0.9948809258847096,0.9942132205653238,4493,898,5
20,0.965183752417795,0.9613152804642167,0.9632495164410058,0.9690522243713733,0.9574468085106383,0.9555125725338491,0.9497098646034816,0.9709864603481625,0.9613152804642167,0.9748549323017408,517,103,5
21,0.9663865546218487,0.9815126050420168,0.9798319327731092,0.9697478991596639,0.9865546218487395,0.9865546218487395,0.9630252100840336,0.984873949579832,0.9781512605042016,0.9714285714285714,595,119,5
22,0.9390243902439024,0.9512195121951219,0.9634146341463414,0.9146341463414634,0.926829268292683,0.9065040650406504,0.9552845528455285,0.9186991869918699,0.943089430894309,0.9349593495934959,246,49,5
23,0.99656283566058,0.9952738990332975,0.9961331901181525,0.9957035445757251,0.9952738990332975,0.99656283566058,0.9967776584317938,0.9967776584317938,0.9961331901181525,0.9963480128893663,4655,931,5
24,0.43999999999999995,0.56,0.43999999999999995,0.43999999999999995,0.52,0.56,0.52,0.64,0.6,0.6,25,5,5
