1_2,1_3,1_4,1_5,2_3,2_4,2_5,3_4,3_5,4_5,num_stmt,num_buckets,bucket_size
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,10
0.6666666666666667,0.6666666666666667,0.33333333333333337,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.33333333333333337,0.6666666666666667,0.6666666666666667,3,2,10
0.8,0.6,0.8,0.6,0.8,0.8,0.8,0.8,0.8,0.8,5,3,10
0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,3,4,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,10
0.95,0.95,0.95,0.9,0.95,0.95,0.95,0.95,0.95,0.95,20,6,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,10
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,8,10
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,9,10
0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,6,10,10
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,11,10
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,12,10
0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,3,13,10
0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,5,14,10
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,15,10
0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,6,16,10
0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,5,17,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,18,10
0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,4,20,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,21,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,22,10
0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,9,23,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24,10
0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,6,25,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,26,10
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,27,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,28,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,29,10
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,30,10
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,31,10
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,32,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,33,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,34,10
0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,3,35,10
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,36,10
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,37,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,38,10
